PC1,PC2,PC3,variables
-0.9249225921272061,0.9763998799080992,-0.22154708948096524,calciumcarbonatPerc
-1.1361099472365905,0.1098296835302965,-0.4160234088720085,NtotalPerc
1.1424504591892966,-0.5880086790448553,0.08919198041826762,cnRatio
-0.243632347525304,0.7899033319043818,0.4272617475437343,pH
1.4182325327731689,0.10520044014002997,0.3291884562971729,sandPerc
-1.3052380754819315,0.2910618818041091,-0.4817579543400843,siltPerc
-1.1293801421848388,-0.7975676519505137,0.06688661096936944,clayPerc
0.10331191269621308,-1.127590599511717,-0.3188038984501259,phosphorous
0.21153558621847585,-0.951363064005345,-0.577250166329691,potassium
-0.920069675896475,-0.8573746643615543,0.04261315978000138,magnesium
-0.6266317717628386,-0.44518876490197423,1.1110176298483834,topsoilDepth
-1.2540344801212082,-0.3763579282208292,0.6419662847026111,NtotalConc
4.775735978402711,2.4862677054755515,1.1933521953469086,Eigenvalues
0.397977998200226,0.20718897545629603,0.09944601627890907,Proportion Explained
0.397977998200226,0.6051669736565221,0.7046129899354311,Cumulative Proportion
