"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"3271","Metten","12.918911","48.85476","314.0","https://cdc.dwd.de/rest/metadata/station/html/812300383719"
