"","term","statistic","df","p.value"
"1","comparison",60.6879295248409,2,6.63412338672338e-14
"2","exposition",0.294810205770426,1,0.587154398758045
"3","PC1soil",0.221917421012065,1,0.63758280749635
"4","PC2soil",0.075125193779208,1,0.78401564682144
"5","PC3soil",0.0141768110118187,1,0.905222738930605
"6","side",0.738904143079791,1,0.39001214643016
"7","riverkm",0.945270052760934,1,0.330926194100363
"8","log(distanceRiver)",0.0104382669610847,1,0.91862345631923
"9","locationYear",5.07468616653946,11,0.927495665469872
