"";"term";"statistic";"df";"p.value"
"1";"exposition";5,01547652037602;1;0,025121714218898
"2";"PC1";0,0518418484318746;1;0,819888762628177
"3";"PC2";0,853474828193217;1;0,355571180738845
"4";"PC3";1,15716385488299;1;0,282054509452187
"5";"ffh";0,424203072371289;1;0,514847208834169
"6";"changeType";6,22568698381463;3;0,101131704683172
