id,plot,exposition,side,block,location,locationAbb,locationYear,longitude,latitude,riverkm,distanceRiver,constructionYear,botanist,conf.low,conf.high,PC1soil,PC2soil,PC3soil,PC1constructionYear,PC2constructionYear,PC3constructionYear,B,C,D,comparison,presabu
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.2879,0.1061,0.3939,1921,presence
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.1286,0.2429,0.3714,1719,presence
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.2586,0.1897,0.4483,1721,presence
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.294,0.4537,0.7477,1718,abundance
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.3524,0.3379,0.6903,1819,abundance
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.2198,0.1675,0.3873,1921,abundance
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.285,0.4305,0.7154,1719,abundance
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.3761,0.47,0.8462,1721,abundance
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.0926,0.1667,0.2593,1718,presence
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.1311,0.1803,0.3115,1819,presence
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.1803,0.1311,0.3115,1921,presence
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.1404,0.2632,0.4035,1719,presence
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.1481,0.2222,0.3704,1721,presence
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.1268,0.4353,0.562,1718,abundance
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.1688,0.1876,0.3564,1819,abundance
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.182,0.1909,0.3729,1921,abundance
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.1336,0.459,0.5926,1719,abundance
X40_m_2017,40,south,land,20,Natternberg,"NAT","NAT-2013",4567737,5411081,2287,498.6,2013,Jakob_Huber_Jakob_Strak,157,157,0.2437,0.7133,0.9669,-0.3107,0.8715,0.8865,0.2059,0.5392,0.7451,1721,abundance
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.1887,0.2075,0.3962,1718,presence
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.0615,0.2308,0.2923,1819,presence
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.4138,0.1034,0.5172,1921,presence
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.1094,0.2969,0.4062,1719,presence
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.413,0.2826,0.6957,1721,presence
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.3905,0.1957,0.5862,1718,abundance
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.1502,0.353,0.5033,1819,abundance
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.3801,0.348,0.7281,1921,abundance
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.3933,0.4016,0.7949,1719,abundance
X41_m_2017,41,north,water,21,Natternberg,"NAT","NAT-2013",4568793,5410515,2286,440.8,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,-0.6345,-0.284,1.2038,-0.3107,0.8715,0.8865,0.368,0.3442,0.7123,1721,abundance
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.2807,0.1228,0.4035,1718,presence
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.1154,0.1923,0.3077,1819,presence
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.28,0.16,0.44,1921,presence
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.3115,0.2295,0.541,1719,presence
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.3818,0.1818,0.5636,1721,presence
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.2484,0.2484,0.4967,1718,abundance
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.1054,0.394,0.4994,1819,abundance
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.364,0.1393,0.5033,1921,abundance
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.2294,0.518,0.7474,1719,abundance
X42_m_2017,42,south,land,21,Natternberg,"NAT","NAT-2013",4568788,5410497,2286,458.5,2013,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,-0.9966,-0.2818,0.6816,-0.3107,0.8715,0.8865,0.3862,0.4545,0.8407,1721,abundance
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.1351,0.1081,0.2432,1718,presence
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.1538,0.2308,0.3846,1819,presence
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.3235,0.0882,0.4118,1921,presence
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.175,0.225,0.4,1719,presence
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.3438,0.1562,0.5,1721,presence
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.155,0.0842,0.2392,1718,abundance
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.257,0.1252,0.3822,1819,abundance
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.1714,0.2157,0.3871,1921,abundance
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.3292,0.1284,0.4576,1719,abundance
X43_m_2017,43,south,water,22,Deggendorf_West,DEG,DEG-2007,4568255,5411573,2287,186.8,2007,Jakob_Huber_Jakob_Strak,169,169,-0.7352,-0.0684,0.3308,0.0508,-0.8398,0.8966,0.2385,0.0806,0.3191,1721,abundance
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.2549,0.1176,0.3725,1718,presence
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.2381,0.1905,0.4286,1819,presence
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.0889,0.2,0.2889,1921,presence
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.3061,0.1224,0.4286,1719,presence
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.2593,0.1852,0.4444,1721,presence
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.0394,0.4351,0.4745,1718,abundance
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.4015,0.1265,0.528,1819,abundance
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.2094,0.0766,0.2859,1921,abundance
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.094,0.2294,0.3234,1719,abundance
X44_m_2017,44,north,land,22,Deggendorf_West,DEG,DEG-2007,4568262,5411582,2287,198.1,2007,Jakob_Huber_Jakob_Strak,173,173,0.3936,0.8293,-0.3333,0.0508,-0.8398,0.8966,0.0967,0.0994,0.196,1721,abundance
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.3333,0.1429,0.4762,1718,presence
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.1765,0.1765,0.3529,1819,presence
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.4286,0.2143,0.6429,1921,presence
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.3095,0.119,0.4286,1719,presence
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.5556,0.1667,0.7222,1721,presence
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.2675,0.2633,0.5307,1718,abundance
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.3272,0.3129,0.6401,1819,abundance
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.1503,0.1089,0.2592,1921,abundance
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.3754,0.3569,0.7323,1719,abundance
X45_m_2017,45,south,water,23,Deggendorf_West,DEG,DEG-2007,4568677,5411360,2286,213.7,2007,Jakob_Huber_Jakob_Strak,177,177,-0.2762,0.1452,-0.0027,0.0508,-0.8398,0.8966,0.3766,0.3169,0.6934,1721,abundance
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.2449,0.0612,0.3061,1718,presence
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.1,0.1,0.2,1819,presence
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.119,0.1667,0.2857,1921,presence
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.2449,0.0612,0.3061,1719,presence
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.2941,0.1569,0.451,1721,presence
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.2839,0.1399,0.4238,1718,abundance
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.2052,0.3651,0.5704,1819,abundance
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.0841,0.0312,0.1153,1921,abundance
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.3518,0.368,0.7198,1719,abundance
X46_m_2017,46,north,land,23,Deggendorf_West,DEG,DEG-2007,4568682,5411372,2286,226.6,2007,Jakob_Huber_Jakob_Strak,181,181,0.1249,0.4906,0.7322,0.0508,-0.8398,0.8966,0.4214,0.3847,0.8061,1721,abundance
X47_m_2017,47,east,water,24,Fischerdorf,FIS,FIS-2016,4569502,5407024,2282,1153.1,2016,Jakob_Huber_Simon_Reith_Jakob_Strak,185,185,-0.1899,0.4271,0.8596,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X48_m_2017,48,west,water,24,Fischerdorf,FIS,FIS-2016,4569491,5407028,2282,1163.7,2016,Jakob_Huber_Simon_Reith_Jakob_Strak,189,189,-1.1299,0.8626,-0.378,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X49_m_2017,49,east,water,25,Fischerdorf,FIS,FIS-2016,4570425,5408483,2282,932.9,2016,Jakob_Huber_Simon_Reith_Jakob_Strak,193,193,-1.0299,0.4486,0.0647,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X50_m_2017,50,west,land,25,Fischerdorf,FIS,FIS-2016,4570411,5408488,2282,945.7,2016,Jakob_Huber_Simon_Reith_Jakob_Strak,197,197,-1.9535,0.21,-2.4396,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.2639,0.0972,0.3611,1718,presence
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.1905,0.2381,0.4286,1819,presence
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.2586,0.1207,0.3793,1921,presence
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.28,0.16,0.44,1719,presence
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.4328,0.1791,0.6119,1721,presence
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.209,0.4729,0.6819,1718,abundance
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.2758,0.3636,0.6394,1819,abundance
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.3823,0.1288,0.5111,1921,abundance
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.1715,0.5152,0.6867,1719,abundance
X51_m_2017,51,south,water,26,Stoegermuehlbach,STO,STO-2002,4571060,5404855,2278,1318.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,-0.4519,0.4988,-0.0342,1.512,-0.647,-0.7922,0.3231,0.422,0.7452,1721,abundance
X52_m_2017,52,north,land,26,Stoegermuehlbach,STO,STO-2002,4571061,5404864,2278,1314.3,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,205,205,-0.2706,0.4826,-0.9967,1.512,-0.647,-0.7922,NA,NA,NA,NA,NA
X53_m_2017,53,south,water,27,Stoegermuehlbach,STO,STO-2002,4570793,5404794,2278,1133.9,2002,Jakob_Huber,209,209,-1.1868,0.1875,-0.054,1.512,-0.647,-0.7922,NA,NA,NA,NA,NA
X54_m_2017,54,north,land,27,Stoegermuehlbach,STO,STO-2002,4570789,5404803,2278,1125.5,2002,Jakob_Huber_Simon_Reith_Jakob_Strak,213,213,-0.8008,0.3768,-1.2428,1.512,-0.647,-0.7922,NA,NA,NA,NA,NA
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.2553,0.1489,0.4043,1718,presence
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.0536,0.3036,0.3571,1819,presence
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.2698,0.1587,0.4286,1921,presence
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.1148,0.2623,0.377,1719,presence
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.2037,0.2407,0.4444,1721,presence
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.2126,0.4415,0.654,1718,abundance
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.182,0.2784,0.4604,1819,abundance
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.3175,0.1345,0.4519,1921,abundance
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.1864,0.5046,0.691,1719,abundance
X55_m_2017,55,south,water,28,Hofkirchen,HOF,HOF-2012,4582311,5393648,2256,182.4,2012,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,0.1973,-1.7943,0.1376,1.1355,-0.0252,0.6262,0.2898,0.4334,0.7232,1721,abundance
