id,plot,exposition,side,block,location,locationAbb,locationYear,longitude,latitude,riverkm,distanceRiver,constructionYear,botanist,conf.low,conf.high,PC1soil,PC2soil,PC3soil,PC1constructionYear,PC2constructionYear,PC3constructionYear,B,C,D,comparison,presabu
X12_m_2017,12,south,land,6,Oebling,OEB,OEB-2010,4546311,5417420,2315,1016.7,2010,Jakob_Huber_Leonardo_Teixeira,45,45,0.3252,-0.8793,-0.6282,-0.7785,-0.4666,-0.7891,0.4303,0.2672,0.6975,1718,abundance
X12_m_2017,12,south,land,6,Oebling,OEB,OEB-2010,4546311,5417420,2315,1016.7,2010,Jakob_Huber_Leonardo_Teixeira,45,45,0.3252,-0.8793,-0.6282,-0.7785,-0.4666,-0.7891,0.1467,0.5574,0.7041,1819,abundance
X12_m_2017,12,south,land,6,Oebling,OEB,OEB-2010,4546311,5417420,2315,1016.7,2010,Jakob_Huber_Leonardo_Teixeira,45,45,0.3252,-0.8793,-0.6282,-0.7785,-0.4666,-0.7891,0.282,0.2149,0.4969,1921,abundance
X12_m_2017,12,south,land,6,Oebling,OEB,OEB-2010,4546311,5417420,2315,1016.7,2010,Jakob_Huber_Leonardo_Teixeira,45,45,0.3252,-0.8793,-0.6282,-0.7785,-0.4666,-0.7891,0.2028,0.4682,0.6709,1719,abundance
X12_m_2017,12,south,land,6,Oebling,OEB,OEB-2010,4546311,5417420,2315,1016.7,2010,Jakob_Huber_Leonardo_Teixeira,45,45,0.3252,-0.8793,-0.6282,-0.7785,-0.4666,-0.7891,0.301,0.5029,0.8039,1721,abundance
X13_m_2017,13,north,water,7,Oebling,OEB,OEB-2006,4547375,5418241,2314,624.3,2006,Jakob_Huber_Leonardo_Teixeira,49,49,0.6697,-1.9547,0.1043,0.2419,1.9644,-0.0745,NA,NA,NA,NA,NA
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.2821,0.1538,0.4359,1718,presence
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.0789,0.1842,0.2632,1819,presence
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.1163,0.1395,0.2558,1921,presence
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.186,0.1628,0.3488,1719,presence
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.1591,0.1591,0.3182,1721,presence
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.3828,0.2179,0.6006,1718,abundance
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.0064,0.4991,0.5055,1819,abundance
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.4735,0.2272,0.7007,1921,abundance
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.183,0.5397,0.7226,1719,abundance
X14_m_2017,14,south,land,7,Oebling,OEB,OEB-2006,4547375,5418234,2314,631.3,2006,Jakob_Huber_Leonardo_Teixeira,53,53,0.6461,-1.1723,-0.1325,0.2419,1.9644,-0.0745,0.3242,0.4452,0.7694,1721,abundance
X15_m_2017,15,west,water,8,Oebling,OEB,OEB-2006,4547130,5416962,2314,1886.4,2006,Jakob_Huber_Leonardo_Teixeira,57,57,0.6614,-1.6193,-1.4076,0.2419,1.9644,-0.0745,NA,NA,NA,NA,NA
X16_m_2017,16,east,land,8,Oebling,OEB,OEB-2006,4547137,5416962,2314,1886.7,2006,Jakob_Huber_Leonardo_Teixeira,61,61,0.1599,-0.2667,-0.6924,0.2419,1.9644,-0.0745,NA,NA,NA,NA,NA
X17_o_2017,17,north,water,9,Hermannsdorf-Ainbrach,HER,HER-2016,4551938,5417213,2308,253.4,2016,Jakob_Huber,65,65,0.0012,0.2295,0.4232,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X18_m_2017,18,south,land,9,Hermannsdorf-Ainbrach,HER,HER-2016,4551933,5417206,2308,261.8,2016,Jakob_Huber,69,69,0.0718,0.3651,-0.2384,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X19_o_2017,19,north,water,10,Hermannsdorf-Ainbrach,HER,HER-2016,4552292,5416931,2308,271.2,2016,Jakob_Huber,73,73,0.3169,-0.2137,0.1979,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X20_m_2017,20,south,land,10,Hermannsdorf-Ainbrach,HER,HER-2016,4552285,5416920,2308,283.9,2016,Jakob_Huber,77,77,0.0337,0.2647,0.0858,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.25,0.1786,0.4286,1718,presence
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.1111,0.3889,0.5,1819,presence
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.3421,0.1316,0.4737,1921,presence
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.1316,0.3421,0.4737,1719,presence
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.1333,0.1333,0.2667,1721,presence
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.2437,0.0152,0.2589,1718,abundance
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.2796,0.3733,0.6529,1819,abundance
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.4481,0.2146,0.6627,1921,abundance
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.4166,0.2789,0.6956,1719,abundance
X21_m_2017,21,south,water,11,Pfelling,PFE,PFE-2008,4555538,5415944,2305,484,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,81,81,-0.5634,-0.8698,0.0763,-0.7514,-0.1115,0.3944,0.5731,0.2135,0.7865,1721,abundance
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.2059,0.0882,0.2941,1718,presence
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.0556,0.2222,0.2778,1819,presence
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.1892,0.0541,0.2432,1921,presence
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.1,0.15,0.25,1719,presence
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.1714,0.0857,0.2571,1721,presence
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.0773,0.0628,0.1401,1718,abundance
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.0296,0.3594,0.389,1819,abundance
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.5319,0.0326,0.5644,1921,abundance
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.0254,0.3422,0.3676,1719,abundance
X22_m_2017,22,north,land,11,Pfelling,PFE,PFE-2008,4555531,5415946,2305,479.1,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,85,85,0.4147,0.0266,-0.7318,-0.7514,-0.1115,0.3944,0.2862,0.0695,0.3557,1721,abundance
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.1111,0.254,0.3651,1718,presence
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.1299,0.1948,0.3247,1819,presence
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.2817,0.1268,0.4085,1921,presence
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.0735,0.2794,0.3529,1719,presence
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.1579,0.2105,0.3684,1721,presence
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.3883,0.2297,0.618,1718,abundance
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.0562,0.3276,0.3838,1819,abundance
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.3149,0.2297,0.5446,1921,abundance
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.2702,0.3882,0.6584,1719,abundance
X23_m_2017,23,south,water,12,Pfelling,PFE,PFE-2008,4555683,5416175,2305,730,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,89,89,0.7134,0.0591,-0.5801,-0.7514,-0.1115,0.3944,0.3105,0.3436,0.6541,1721,abundance
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.2593,0.1481,0.4074,1718,presence
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.0909,0.2182,0.3091,1819,presence
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.2143,0.1071,0.3214,1921,presence
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.2295,0.2459,0.4754,1719,presence
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.2727,0.1818,0.4545,1721,presence
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.1105,0.087,0.1976,1718,abundance
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.2188,0.432,0.6508,1819,abundance
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.3891,0.2801,0.6692,1921,abundance
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.2374,0.4281,0.6655,1719,abundance
X24_m_2017,24,north,land,12,Pfelling,PFE,PFE-2008,4555677,5416180,2305,728,2008,Jakob_Huber_Simon_Reith_Jakob_Strak,93,93,0.598,0.1657,-0.9111,-0.7514,-0.1115,0.3944,0.3492,0.4326,0.7818,1721,abundance
X25_m_2017,25,west,water,13,Irlbach,IRL,IRL-2011,4554430,5412276,2301,1777.3,2011,Jakob_Huber_Simon_Reith,97,97,0.9635,0.1766,-0.8317,-0.2795,-0.2306,-0.9709,NA,NA,NA,NA,NA
X26_m_2017,26,east,land,13,Irlbach,IRL,IRL-2011,4554441,5412516,2301,1765.5,2011,Jakob_Huber_Simon_Reith,101,101,0.1428,-0.1435,-0.2199,-0.2795,-0.2306,-0.9709,NA,NA,NA,NA,NA
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.2,0.2,0.4,1718,presence
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.1746,0.2222,0.3968,1819,presence
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.1571,0.2143,0.3714,1921,presence
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.1111,0.1587,0.2698,1719,presence
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.0896,0.194,0.2836,1721,presence
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.0611,0.3472,0.4083,1718,abundance
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.2432,0.3547,0.598,1819,abundance
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.2683,0.1673,0.4356,1921,abundance
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.1502,0.5354,0.6856,1719,abundance
X27_m_2017,27,north,water,14,Irlbach,IRL,IRL-2011,4554294,5412036,2301,1932.1,2011,Jakob_Huber_Simon_Reith,105,105,-0.3668,-0.4012,-0.9939,-0.2795,-0.2306,-0.9709,0.0997,0.3955,0.4952,1721,abundance
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.2,0.0667,0.2667,1718,presence
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.2143,0.2857,0.5,1819,presence
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.2069,0.1724,0.3793,1921,presence
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.25,0.1875,0.4375,1719,presence
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.2581,0.1613,0.4194,1721,presence
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.3308,0.443,0.7739,1718,abundance
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.1575,0.304,0.4614,1819,abundance
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.3747,0.166,0.5407,1921,abundance
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.2405,0.4951,0.7356,1719,abundance
X28_m_2017,28,south,land,14,Irlbach,IRL,IRL-2011,4554292,5412027,2301,1934.9,2011,Jakob_Huber_Simon_Reith,109,109,-0.3936,-0.3484,-0.4959,-0.2795,-0.2306,-0.9709,0.3815,0.43,0.8115,1721,abundance
X29_m_2017,29,south,water,15,Mariaposching,MAR,MAR-2010,4559495,5410119,2297,127.9,2010,Jakob_Huber,113,113,0.22,-0.9936,0.3108,-0.7785,-0.4666,-0.7891,NA,NA,NA,NA,NA
X30_m_2017,30,north,land,15,Mariaposching,MAR,MAR-2010,4559494,5410132,2297,141,2010,Jakob_Huber,117,117,0.732,0.321,0.1281,-0.7785,-0.4666,-0.7891,NA,NA,NA,NA,NA
X31_m_2017,31,west,land,16,Irlbach,IRL,IRL-2010,4555638,5412620,2301,578.9,2010,Jakob_Huber_Simon_Reith_Jakob_Strak,121,121,0.1528,0.7074,0.0158,-0.7785,-0.4666,-0.7891,NA,NA,NA,NA,NA
X32_m_2017,32,east,land,16,Irlbach,IRL,IRL-2010,4555647,5412622,2301,570.1,2010,Jakob_Huber_Simon_Reith_Jakob_Strak,125,125,0.6151,-0.5297,0.0061,-0.7785,-0.4666,-0.7891,NA,NA,NA,NA,NA
X33_m_2017,33,north,land,17,Irlbach,IRL,IRL-2003,4555707,5412669,2301,514.2,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,129,129,-0.4043,0.074,0.1898,-0.2763,-0.9022,1.9349,NA,NA,NA,NA,NA
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.1373,0.3922,0.5294,1718,presence
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.1493,0.194,0.3433,1819,presence
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.6383,0.1489,0.7872,1921,presence
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.1111,0.4074,0.5185,1719,presence
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.4839,0.2581,0.7419,1721,presence
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.1387,0.5164,0.6552,1718,abundance
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.2101,0.2373,0.4473,1819,abundance
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.6565,0.2337,0.8902,1921,abundance
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.1606,0.5614,0.722,1719,abundance
X34_o_2017,34,south,land,17,Irlbach,IRL,IRL-2003,4555704,5412659,2301,516.4,2003,Jakob_Huber_Simon_Reith_Jakob_Strak,133,133,0.1177,-0.0019,0.7457,-0.2763,-0.9022,1.9349,0.4471,0.4206,0.8677,1721,abundance
X35_m_2017,35,east,water,18,Schwarzach-Sulzbach,SCH,SCH-2016,4561890,5412604,2293,928.1,2016,Jakob_Huber_Simon_Reith_Jakob_Strak,137,137,0.472,-0.6666,1.5812,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X36_m_2017,36,west,land,18,Schwarzach-Sulzbach,SCH,SCH-2016,4561878,5412599,2293,931.3,2016,Jakob_Huber_Simon_Reith_Jakob_Strak,141,141,-0.2906,-0.7003,-0.1253,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X37_m_2017,37,south,land,19,Schwarzach-Sulzbach,SCH,SCH-2016,4562153,5412141,2293,399.7,2016,Jakob_Huber_Simon_Reith_Jakob_Strak,145,145,-0.4233,-1.3186,1.39,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X38_m_2017,38,north,water,19,Schwarzach-Sulzbach,SCH,SCH-2016,4562148,5412151,2293,410.8,2016,Jakob_Huber_Simon_Reith_Jakob_Strak,149,149,0.2894,-0.0117,0.446,-0.0996,0.1757,-0.4332,NA,NA,NA,NA,NA
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.1429,0.1587,0.3016,1718,presence
X39_m_2017,39,north,water,20,Natternberg,"NAT","NAT-2013",4567747,5411096,2287,480.6,2013,Jakob_Huber_Jakob_Strak,153,153,-1.5023,-0.6029,0.7411,-0.3107,0.8715,0.8865,0.0986,0.1972,0.2958,1819,presence
