id,plot,block,location,locationAbb,locationYear,latitude,longitude,riverkm,distanceRiver,MEM1_2017,MEM2_2018,MEM1_2019,MEM1_2021,MEM2_2021,surveyYear,constructionYear,plotAge,exposition,side,PC1soil,PC2soil,PC3soil,PC1constructionYear,PC2constructionYear,PC3constructionYear,accumulatedCov,speciesRichness,botanist,conf_low,conf_high,n
X41_m_2017,41,21,Natternberg,"NAT","NAT-2013",5410515,4568793,2286,440.8,1.2956023654973945,NA,NA,NA,NA,2017,2013,4,north,water,-0.7066,-0.0099,-0.9289,-0.3107,0.8715,0.8865,144.1,26,Jakob_Huber_Simon_Reith_Jakob_Strak,161,161,4
X41_m_2018,41,21,Natternberg,"NAT","NAT-2013",5410515,4568793,2286,440.8,NA,0.982117211034381,NA,NA,NA,2018,2013,5,north,water,-0.7066,-0.0099,-0.9289,-0.3107,0.8715,0.8865,97.1,27,Jakob_Huber,162,162,4
X41_m_2019,41,21,Natternberg,"NAT","NAT-2013",5410515,4568793,2286,440.8,NA,NA,1.2956023654973945,NA,NA,2019,2013,6,north,water,-0.7066,-0.0099,-0.9289,-0.3107,0.8715,0.8865,146.5,38,Jakob_Huber_Linda_Weggler,163,163,4
X41_m_2021,41,21,Natternberg,"NAT","NAT-2013",5410515,4568793,2286,440.8,NA,NA,NA,1.2956023654973945,0.982117211034381,2021,2013,8,north,water,-0.7066,-0.0099,-0.9289,-0.3107,0.8715,0.8865,137.4,20,Markus Bauer,164,164,4
X42_m_2017,42,21,Natternberg,"NAT","NAT-2013",5410497,4568788,2286,458.5,1.2956282022061272,NA,NA,NA,NA,2017,2013,4,south,land,-1.147,0.0464,-0.339,-0.3107,0.8715,0.8865,61.4,33,Jakob_Huber_Simon_Reith_Jakob_Strak,165,165,4
X42_m_2018,42,21,Natternberg,"NAT","NAT-2013",5410497,4568788,2286,458.5,NA,0.9820960818667819,NA,NA,NA,2018,2013,5,south,land,-1.147,0.0464,-0.339,-0.3107,0.8715,0.8865,61.4,24,Jakob_Huber,166,166,4
X42_m_2019,42,21,Natternberg,"NAT","NAT-2013",5410497,4568788,2286,458.5,NA,NA,1.2956282022061272,NA,NA,2019,2013,6,south,land,-1.147,0.0464,-0.339,-0.3107,0.8715,0.8865,111.2,28,Jakob_Huber_Linda_Weggler,167,167,4
X42_m_2021,42,21,Natternberg,"NAT","NAT-2013",5410497,4568788,2286,458.5,NA,NA,NA,1.2956282022061272,0.9820960818667819,2021,2013,8,south,land,-1.147,0.0464,-0.339,-0.3107,0.8715,0.8865,70.4,22,Markus Bauer,168,168,4
X43_m_2017,43,22,Deggendorf_West,DEG,DEG-2007,5411573,4568255,2287,186.8,1.2928515462160095,NA,NA,NA,NA,2017,2007,10,south,water,-0.8404,0.1698,0.0852,0.0508,-0.8398,0.8966,100.5,19,Jakob_Huber_Jakob_Strak,169,169,4
X43_m_2018,43,22,Deggendorf_West,DEG,DEG-2007,5411573,4568255,2287,186.8,NA,0.9831774132012379,NA,NA,NA,2018,2007,11,south,water,-0.8404,0.1698,0.0852,0.0508,-0.8398,0.8966,87.2,18,Jakob_Huber,170,170,4
X43_m_2019,43,22,Deggendorf_West,DEG,DEG-2007,5411573,4568255,2287,186.8,NA,NA,1.2928515462160095,NA,NA,2019,2007,12,south,water,-0.8404,0.1698,0.0852,0.0508,-0.8398,0.8966,66.9,21,Jakob_Huber_Linda_Weggler,171,171,4
X43_m_2021,43,22,Deggendorf_West,DEG,DEG-2007,5411573,4568255,2287,186.8,NA,NA,NA,1.2928515462160095,0.9831774132012379,2021,2007,14,south,water,-0.8404,0.1698,0.0852,0.0508,-0.8398,0.8966,73.1,13,Markus Bauer,172,172,4
X44_m_2017,44,22,Deggendorf_West,DEG,DEG-2007,5411582,4568262,2287,198.1,1.2928366221672505,NA,NA,NA,NA,2017,2007,10,north,land,0.4377,0.7878,0.1938,0.0508,-0.8398,0.8966,55.2,29,Jakob_Huber_Jakob_Strak,173,173,4
X44_m_2018,44,22,Deggendorf_West,DEG,DEG-2007,5411582,4568262,2287,198.1,NA,0.9831766237966125,NA,NA,NA,2018,2007,11,north,land,0.4377,0.7878,0.1938,0.0508,-0.8398,0.8966,127.5,22,Jakob_Huber,174,174,4
X44_m_2019,44,22,Deggendorf_West,DEG,DEG-2007,5411582,4568262,2287,198.1,NA,NA,1.2928366221672505,NA,NA,2019,2007,12,north,land,0.4377,0.7878,0.1938,0.0508,-0.8398,0.8966,72.5,20,Jakob_Huber_Linda_Weggler,175,175,4
X44_m_2021,44,22,Deggendorf_West,DEG,DEG-2007,5411582,4568262,2287,198.1,NA,NA,NA,1.2928366221672505,0.9831766237966125,2021,2007,14,north,land,0.4377,0.7878,0.1938,0.0508,-0.8398,0.8966,55.5,25,Markus Bauer,176,176,4
X45_m_2017,45,23,Deggendorf_West,DEG,DEG-2007,5411360,4568677,2286,213.7,1.2938073231664033,NA,NA,NA,NA,2017,2007,10,south,water,-0.3195,0.1839,-0.0236,0.0508,-0.8398,0.8966,71.9,25,Jakob_Huber_Jakob_Strak,177,177,4
X45_m_2018,45,23,Deggendorf_West,DEG,DEG-2007,5411360,4568677,2286,213.7,NA,0.9829433400090906,NA,NA,NA,2018,2007,11,south,water,-0.3195,0.1839,-0.0236,0.0508,-0.8398,0.8966,71.3,17,Jakob_Huber,178,178,4
X45_m_2019,45,23,Deggendorf_West,DEG,DEG-2007,5411360,4568677,2286,213.7,NA,NA,1.2938073231664033,NA,NA,2019,2007,12,south,water,-0.3195,0.1839,-0.0236,0.0508,-0.8398,0.8966,69.3,17,Jakob_Huber_Linda_Weggler,179,179,4
X45_m_2021,45,23,Deggendorf_West,DEG,DEG-2007,5411360,4568677,2286,213.7,NA,NA,NA,1.2938073231664033,0.9829433400090906,2021,2007,14,south,water,-0.3195,0.1839,-0.0236,0.0508,-0.8398,0.8966,63.8,11,Markus Bauer,180,180,4
X46_m_2017,46,23,Deggendorf_West,DEG,DEG-2007,5411372,4568682,2286,226.6,1.2937826378255233,NA,NA,NA,NA,2017,2007,10,north,land,0.1217,0.5595,-0.8759,0.0508,-0.8398,0.8966,81.8,29,Jakob_Huber_Jakob_Strak,181,181,4
X46_m_2018,46,23,Deggendorf_West,DEG,DEG-2007,5411372,4568682,2286,226.6,NA,0.9829436627316372,NA,NA,NA,2018,2007,11,north,land,0.1217,0.5595,-0.8759,0.0508,-0.8398,0.8966,61.2,20,Jakob_Huber,182,182,4
X46_m_2019,46,23,Deggendorf_West,DEG,DEG-2007,5411372,4568682,2286,226.6,NA,NA,1.2937826378255233,NA,NA,2019,2007,12,north,land,0.1217,0.5595,-0.8759,0.0508,-0.8398,0.8966,84.5,20,Jakob_Huber_Linda_Weggler,183,183,4
X46_m_2021,46,23,Deggendorf_West,DEG,DEG-2007,5411372,4568682,2286,226.6,NA,NA,NA,1.2937826378255233,0.9829436627316372,2021,2007,14,north,land,0.1217,0.5595,-0.8759,0.0508,-0.8398,0.8966,76,22,Markus Bauer,184,184,4
X51_m_2017,51,26,Stoegermuehlbach,STO,STO-2002,5404855,4571060,2278,1318.5,1.385887826409484,NA,NA,NA,NA,2017,2002,15,south,water,-0.5363,0.5365,-0.6406,1.512,-0.647,-0.7922,44.2,42,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201,4
X51_m_2018,51,26,Stoegermuehlbach,STO,STO-2002,5404855,4571060,2278,1318.5,NA,-0.11773760779405754,NA,NA,NA,2018,2002,16,south,water,-0.5363,0.5365,-0.6406,1.512,-0.647,-0.7922,75.9,30,Jakob_Huber,202,202,4
X51_m_2019,51,26,Stoegermuehlbach,STO,STO-2002,5404855,4571060,2278,1318.5,NA,NA,1.385887826409484,NA,NA,2019,2002,17,south,water,-0.5363,0.5365,-0.6406,1.512,-0.647,-0.7922,90.5,33,Jakob_Huber_Linda_Weggler,203,203,4
X51_m_2021,51,26,Stoegermuehlbach,STO,STO-2002,5404855,4571060,2278,1318.5,NA,NA,NA,1.385887826409484,-0.11773760779405754,2021,2002,19,south,water,-0.5363,0.5365,-0.6406,1.512,-0.647,-0.7922,53.9,25,Markus Bauer,204,204,4
X53_m_2017,53,27,Stoegermuehlbach,STO,STO-2002,5404794,4570793,2278,1133.9,1.385932735769174,NA,NA,NA,NA,2017,2002,15,south,water,-1.4063,0.4311,0.1999,1.512,-0.647,-0.7922,86.1,28,Jakob_Huber,209,209,4
X53_m_2018,53,27,Stoegermuehlbach,STO,STO-2002,5404794,4570793,2278,1133.9,NA,-0.11663475323647916,NA,NA,NA,2018,2002,16,south,water,-1.4063,0.4311,0.1999,1.512,-0.647,-0.7922,68.4,13,Jakob_Huber,210,210,4
X53_m_2019,53,27,Stoegermuehlbach,STO,STO-2002,5404794,4570793,2278,1133.9,NA,NA,1.385932735769174,NA,NA,2019,2002,17,south,water,-1.4063,0.4311,0.1999,1.512,-0.647,-0.7922,69.6,29,Jakob_Huber_Linda_Weggler,211,211,4
X53_m_2021,53,27,Stoegermuehlbach,STO,STO-2002,5404794,4570793,2278,1133.9,NA,NA,NA,1.385932735769174,-0.11663475323647916,2021,2002,19,south,water,-1.4063,0.4311,0.1999,1.512,-0.647,-0.7922,46.5,16,Markus Bauer,212,212,4
X54_m_2017,54,27,Stoegermuehlbach,STO,STO-2002,5404803,4570789,2278,1125.5,1.3859613322381035,NA,NA,NA,NA,2017,2002,15,north,land,-0.9746,0.4349,1.1187,1.512,-0.647,-0.7922,61.1,29,Jakob_Huber_Simon_Reith_Jakob_Strak,213,213,4
X54_m_2018,54,27,Stoegermuehlbach,STO,STO-2002,5404803,4570789,2278,1125.5,NA,-0.11647168789586881,NA,NA,NA,2018,2002,16,north,land,-0.9746,0.4349,1.1187,1.512,-0.647,-0.7922,90.4,29,Jakob_Huber,214,214,4
X54_m_2019,54,27,Stoegermuehlbach,STO,STO-2002,5404803,4570789,2278,1125.5,NA,NA,1.3859613322381035,NA,NA,2019,2002,17,north,land,-0.9746,0.4349,1.1187,1.512,-0.647,-0.7922,55.3,25,Jakob_Huber_Linda_Weggler,215,215,4
X54_m_2021,54,27,Stoegermuehlbach,STO,STO-2002,5404803,4570789,2278,1125.5,NA,NA,NA,1.3859613322381035,-0.11647168789586881,2021,2002,19,north,land,-0.9746,0.4349,1.1187,1.512,-0.647,-0.7922,46.1,33,Markus Bauer,216,216,4
X55_m_2017,55,28,Hofkirchen,HOF,HOF-2012,5393648,4582311,2256,182.4,0.4014688031380826,NA,NA,NA,NA,2017,2012,5,south,water,0.1499,-2.0227,-0.5676,1.1355,-0.0252,0.6262,66.2,26,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217,4
X55_m_2018,55,28,Hofkirchen,HOF,HOF-2012,5393648,4582311,2256,182.4,NA,-2.6169050713655264,NA,NA,NA,2018,2012,6,south,water,0.1499,-2.0227,-0.5676,1.1355,-0.0252,0.6262,105.5,21,Jakob_Huber,218,218,4
X55_m_2019,55,28,Hofkirchen,HOF,HOF-2012,5393648,4582311,2256,182.4,NA,NA,0.4014688031380826,NA,NA,2019,2012,7,south,water,0.1499,-2.0227,-0.5676,1.1355,-0.0252,0.6262,128,35,Jakob_Huber_Linda_Weggler,219,219,4
X55_m_2021,55,28,Hofkirchen,HOF,HOF-2012,5393648,4582311,2256,182.4,NA,NA,NA,0.4014688031380826,-2.6169050713655264,2021,2012,9,south,water,0.1499,-2.0227,-0.5676,1.1355,-0.0252,0.6262,88.4,28,Markus Bauer,220,220,4
X56_m_2017,56,28,Hofkirchen,HOF,HOF-2012,5393656,4582309,2256,180.6,0.4014729988860965,NA,NA,NA,NA,2017,2012,5,north,land,0.3274,-0.9129,0.0657,1.1355,-0.0252,0.6262,45.4,40,Jakob_Huber_Simon_Reith_Jakob_Strak,221,221,4
X56_m_2018,56,28,Hofkirchen,HOF,HOF-2012,5393656,4582309,2256,180.6,NA,-2.6169517602272654,NA,NA,NA,2018,2012,6,north,land,0.3274,-0.9129,0.0657,1.1355,-0.0252,0.6262,81,33,Jakob_Huber,222,222,4
X56_m_2019,56,28,Hofkirchen,HOF,HOF-2012,5393656,4582309,2256,180.6,NA,NA,0.4014729988860965,NA,NA,2019,2012,7,north,land,0.3274,-0.9129,0.0657,1.1355,-0.0252,0.6262,146.5,33,Jakob_Huber_Linda_Weggler,223,223,4
X56_m_2021,56,28,Hofkirchen,HOF,HOF-2012,5393656,4582309,2256,180.6,NA,NA,NA,0.4014729988860965,-2.6169517602272654,2021,2012,9,north,land,0.3274,-0.9129,0.0657,1.1355,-0.0252,0.6262,112.6,38,Markus Bauer,224,224,4
X61_o_2017,61,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398153,4575179,2269,70.1,0.8119826700602276,NA,NA,NA,NA,2017,2007,10,north,water,0.1075,0.5728,-0.2535,0.0508,-0.8398,0.8966,80.6,29,Jakob_Huber_Simon_Reith_Jakob_Strak,241,241,4
X61_o_2018,61,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398153,4575179,2269,70.1,NA,-2.734300897735415,NA,NA,NA,2018,2007,11,north,water,0.1075,0.5728,-0.2535,0.0508,-0.8398,0.8966,103.5,29,Jakob_Huber,242,242,4
X61_o_2019,61,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398153,4575179,2269,70.1,NA,NA,0.8119826700602276,NA,NA,2019,2007,12,north,water,0.1075,0.5728,-0.2535,0.0508,-0.8398,0.8966,96.5,36,Jakob_Huber_Linda_Weggler,243,243,4
X61_o_2021,61,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398153,4575179,2269,70.1,NA,NA,NA,0.8119826700602276,-2.734300897735415,2021,2007,14,north,water,0.1075,0.5728,-0.2535,0.0508,-0.8398,0.8966,103.8,33,Markus Bauer,244,244,4
X62_m_2017,62,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398141,4575175,2269,81.5,0.8119598236402176,NA,NA,NA,NA,2017,2007,10,south,land,0.7871,0.4037,0.0939,0.0508,-0.8398,0.8966,58.2,19,Jakob_Huber,245,245,4
X62_m_2018,62,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398141,4575175,2269,81.5,NA,-2.7343167167540763,NA,NA,NA,2018,2007,11,south,land,0.7871,0.4037,0.0939,0.0508,-0.8398,0.8966,75.2,18,Jakob_Huber,246,246,4
X62_m_2019,62,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398141,4575175,2269,81.5,NA,NA,0.8119598236402176,NA,NA,2019,2007,12,south,land,0.7871,0.4037,0.0939,0.0508,-0.8398,0.8966,75.1,21,Jakob_Huber_Linda_Weggler,247,247,4
X62_m_2021,62,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398141,4575175,2269,81.5,NA,NA,NA,0.8119598236402176,-2.7343167167540763,2021,2007,14,south,land,0.7871,0.4037,0.0939,0.0508,-0.8398,0.8966,43.4,14,Markus Bauer,248,248,4
X63_m_2017,63,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418240,4543373,2319,109.8,-0.5504236161313554,NA,NA,NA,NA,2017,2008,9,south,water,0.1487,0.7664,-0.6738,-0.7514,-0.1115,0.3944,65.8,33,Jakob_Huber_Jakob_Strak,249,249,4
X63_m_2018,63,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418240,4543373,2319,109.8,NA,-0.7459031348643979,NA,NA,NA,2018,2008,10,south,water,0.1487,0.7664,-0.6738,-0.7514,-0.1115,0.3944,99.3,35,Jakob_Huber,250,250,4
X63_m_2019,63,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418240,4543373,2319,109.8,NA,NA,-0.5504236161313554,NA,NA,2019,2008,11,south,water,0.1487,0.7664,-0.6738,-0.7514,-0.1115,0.3944,93.5,38,Jakob_Huber_Linda_Weggler,251,251,4
X63_m_2021,63,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418240,4543373,2319,109.8,NA,NA,NA,-0.5504236161313554,-0.7459031348643979,2021,2008,13,south,water,0.1487,0.7664,-0.6738,-0.7514,-0.1115,0.3944,86.6,22,Markus Bauer,252,252,4
X64_m_2017,64,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418247,4543362,2319,122.8,-0.5503937668891039,NA,NA,NA,NA,2017,2008,9,north,land,2.2407,0.7158,0.106,-0.7514,-0.1115,0.3944,28.7,37,Jakob_Huber_Simon_Reith_Jakob_Strak,253,253,4
X64_m_2018,64,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418247,4543362,2319,122.8,NA,-0.745917012894453,NA,NA,NA,2018,2008,10,north,land,2.2407,0.7158,0.106,-0.7514,-0.1115,0.3944,56,32,Jakob_Huber,254,254,4
X64_m_2019,64,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418247,4543362,2319,122.8,NA,NA,-0.5503937668891039,NA,NA,2019,2008,11,north,land,2.2407,0.7158,0.106,-0.7514,-0.1115,0.3944,63.9,37,Jakob_Huber_Linda_Weggler,255,255,4
X64_m_2021,64,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418247,4543362,2319,122.8,NA,NA,NA,-0.5503937668891039,-0.745917012894453,2021,2008,13,north,land,2.2407,0.7158,0.106,-0.7514,-0.1115,0.3944,59.9,38,Markus Bauer,256,256,4
X65_m_2017,65,33,Stoegermuehlbach,STO,STO-2002,5405220,4572285,2278,1726.1,1.3849616038230512,NA,NA,NA,NA,2017,2002,15,south,land,0.1964,-0.0403,-0.9718,1.512,-0.647,-0.7922,84.8,29,Jakob_Huber_Simon_Reith_Jakob_Strak,257,257,4
X65_m_2018,65,33,Stoegermuehlbach,STO,STO-2002,5405220,4572285,2278,1726.1,NA,-0.12186810280889702,NA,NA,NA,2018,2002,16,south,land,0.1964,-0.0403,-0.9718,1.512,-0.647,-0.7922,87.1,26,Jakob_Huber,258,258,4
X65_m_2019,65,33,Stoegermuehlbach,STO,STO-2002,5405220,4572285,2278,1726.1,NA,NA,1.3849616038230512,NA,NA,2019,2002,17,south,land,0.1964,-0.0403,-0.9718,1.512,-0.647,-0.7922,130.2,36,Jakob_Huber_Linda_Weggler,259,259,4
X65_m_2021,65,33,Stoegermuehlbach,STO,STO-2002,5405220,4572285,2278,1726.1,NA,NA,NA,1.3849616038230512,-0.12186810280889702,2021,2002,19,south,land,0.1964,-0.0403,-0.9718,1.512,-0.647,-0.7922,101.8,27,Markus Bauer,260,260,4
X66_m_2017,66,33,Stoegermuehlbach,STO,STO-2002,5405229,4572279,2278,1723,1.3849965365638952,NA,NA,NA,NA,2017,2002,15,north,water,0.2249,-0.044,-1.0837,1.512,-0.647,-0.7922,105.9,22,Jakob_Huber_Simon_Reith_Jakob_Strak,261,261,4
X66_m_2018,66,33,Stoegermuehlbach,STO,STO-2002,5405229,4572279,2278,1723,NA,-0.12168840721394132,NA,NA,NA,2018,2002,16,north,water,0.2249,-0.044,-1.0837,1.512,-0.647,-0.7922,50.9,28,Jakob_Huber,262,262,4
X66_m_2019,66,33,Stoegermuehlbach,STO,STO-2002,5405229,4572279,2278,1723,NA,NA,1.3849965365638952,NA,NA,2019,2002,17,north,water,0.2249,-0.044,-1.0837,1.512,-0.647,-0.7922,113.9,36,Jakob_Huber_Linda_Weggler,263,263,4
X66_m_2021,66,33,Stoegermuehlbach,STO,STO-2002,5405229,4572279,2278,1723,NA,NA,NA,1.3849965365638952,-0.12168840721394132,2021,2002,19,north,water,0.2249,-0.044,-1.0837,1.512,-0.647,-0.7922,86.5,28,Markus Bauer,264,264,4
X67_o_2017,67,34,Pfelling,PFE,PFE-2008,5415826,4555183,2305,120.3,-0.9050250321202201,NA,NA,NA,NA,2017,2008,9,south,water,-0.4759,0.0589,-0.1642,-0.7514,-0.1115,0.3944,64.5,43,Jakob_Huber_Simon_Reith_Jakob_Strak,265,265,4
X67_o_2018,67,34,Pfelling,PFE,PFE-2008,5415826,4555183,2305,120.3,NA,0.17000463416664335,NA,NA,NA,2018,2008,10,south,water,-0.4759,0.0589,-0.1642,-0.7514,-0.1115,0.3944,70.3,30,Jakob_Huber,266,266,4
X67_o_2019,67,34,Pfelling,PFE,PFE-2008,5415826,4555183,2305,120.3,NA,NA,-0.9050250321202201,NA,NA,2019,2008,11,south,water,-0.4759,0.0589,-0.1642,-0.7514,-0.1115,0.3944,129.8,39,Jakob_Huber_Linda_Weggler,267,267,4
X67_o_2021,67,34,Pfelling,PFE,PFE-2008,5415826,4555183,2305,120.3,NA,NA,NA,-0.9050250321202201,0.17000463416664335,2021,2008,13,south,water,-0.4759,0.0589,-0.1642,-0.7514,-0.1115,0.3944,67.1,28,Markus Bauer,268,268,4
X68_m_2017,68,34,Pfelling,PFE,PFE-2008,5415833,4555191,2305,131,-0.9049856861206232,NA,NA,NA,NA,2017,2008,9,north,land,0.5285,0.2463,0.5791,-0.7514,-0.1115,0.3944,55.3,23,Jakob_Huber_Simon_Reith_Jakob_Strak,269,269,4
X68_m_2018,68,34,Pfelling,PFE,PFE-2008,5415833,4555191,2305,131,NA,0.17001642293347335,NA,NA,NA,2018,2008,10,north,land,0.5285,0.2463,0.5791,-0.7514,-0.1115,0.3944,55.3,23,Jakob_Huber,270,270,4
X68_m_2019,68,34,Pfelling,PFE,PFE-2008,5415833,4555191,2305,131,NA,NA,-0.9049856861206232,NA,NA,2019,2008,11,north,land,0.5285,0.2463,0.5791,-0.7514,-0.1115,0.3944,98.1,33,Jakob_Huber_Linda_Weggler,271,271,4
X68_m_2021,68,34,Pfelling,PFE,PFE-2008,5415833,4555191,2305,131,NA,NA,NA,-0.9049856861206232,0.17001642293347335,2021,2008,13,north,land,0.5285,0.2463,0.5791,-0.7514,-0.1115,0.3944,29.1,19,Markus Bauer,272,272,4
X70_m_2017,70,35,Irlbach,IRL,IRL-2011,5412675,4554990,2301,1228,-0.7523200505800333,NA,NA,NA,NA,2017,2011,6,south,land,0.5942,0.1627,0.4779,-0.2795,-0.2306,-0.9709,41.6,10,Jakob_Huber,277,277,4
X70_m_2018,70,35,Irlbach,IRL,IRL-2011,5412675,4554990,2301,1228,NA,0.603339626015278,NA,NA,NA,2018,2011,7,south,land,0.5942,0.1627,0.4779,-0.2795,-0.2306,-0.9709,48.8,12,Jakob_Huber,278,278,4
X70_m_2019,70,35,Irlbach,IRL,IRL-2011,5412675,4554990,2301,1228,NA,NA,-0.7523200505800333,NA,NA,2019,2011,8,south,land,0.5942,0.1627,0.4779,-0.2795,-0.2306,-0.9709,65.3,15,Jakob_Huber_Linda_Weggler,279,279,4
X70_m_2021,70,35,Irlbach,IRL,IRL-2011,5412675,4554990,2301,1228,NA,NA,NA,-0.7523200505800333,0.603339626015278,2021,2011,10,south,land,0.5942,0.1627,0.4779,-0.2795,-0.2306,-0.9709,31.1,12,Markus Bauer,280,280,4
