plot,block,comparison,pool,presabu,exposition,orientation,pc1_soil,pc2_soil,pc3_soil,location,location_abb,location_construction_year,river_km,river_distance,construction_year,b,c,d
11,6,1921,all,presence,north,water,0.755,-0.2805,0.5257,Oebling,OEB,OEB-2010,2315,1010.1,2010,0.2388,0.194,0.4328
11,6,1719,all,presence,north,water,0.755,-0.2805,0.5257,Oebling,OEB,OEB-2010,2315,1010.1,2010,0.2192,0.1781,0.3973
11,6,1721,all,presence,north,water,0.755,-0.2805,0.5257,Oebling,OEB,OEB-2010,2315,1010.1,2010,0.2571,0.1714,0.4286
11,6,1718,all,abundance,north,water,0.755,-0.2805,0.5257,Oebling,OEB,OEB-2010,2315,1010.1,2010,0.331,0.1642,0.4952
11,6,1819,all,abundance,north,water,0.755,-0.2805,0.5257,Oebling,OEB,OEB-2010,2315,1010.1,2010,0.1851,0.246,0.43120000000000003
11,6,1921,all,abundance,north,water,0.755,-0.2805,0.5257,Oebling,OEB,OEB-2010,2315,1010.1,2010,0.3303,0.1909,0.5212
11,6,1719,all,abundance,north,water,0.755,-0.2805,0.5257,Oebling,OEB,OEB-2010,2315,1010.1,2010,0.3397,0.2328,0.5724
11,6,1721,all,abundance,north,water,0.755,-0.2805,0.5257,Oebling,OEB,OEB-2010,2315,1010.1,2010,0.3408,0.0981,0.4389
12,6,1718,target,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.125,0.125,0.25
12,6,1819,target,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.1111,0.2222,0.3333
12,6,1921,target,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.25,-0,0.25
12,6,1719,target,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.0556,0.1667,0.2222
12,6,1721,target,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.2143,0.0714,0.2857
12,6,1718,target,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.4502,0.1766,0.6269
12,6,1819,target,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.0733,0.4786,0.5519
12,6,1921,target,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.2993,0.1645,0.4638
12,6,1719,target,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.2596,0.4077,0.6672
12,6,1721,target,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.3873,0.4008,0.7881
12,6,1718,all,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.25,0.1071,0.3571
12,6,1819,all,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.1034,0.2759,0.3793
12,6,1921,all,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.25,0.0357,0.2857
12,6,1719,all,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.1515,0.1818,0.3333
12,6,1721,all,presence,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.2963,0.1111,0.4074
12,6,1718,all,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.4303,0.2672,0.6975
12,6,1819,all,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.1467,0.5574,0.7041
12,6,1921,all,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.282,0.2149,0.4969
12,6,1719,all,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.2028,0.4682,0.6709
12,6,1721,all,abundance,south,land,0.2399,-1.0336,0.6747,Oebling,OEB,OEB-2010,2315,1016.68,2010,0.301,0.5029,0.8039
13,7,1718,target,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.1176,0.1176,0.2353
13,7,1819,target,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.0286,0.0571,0.0857
13,7,1921,target,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.1429,0.1143,0.2571
13,7,1719,target,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.1143,0.1429,0.2571
13,7,1721,target,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.1471,0.1471,0.2941
13,7,1718,target,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.0438,0.2963,0.3401
13,7,1819,target,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.0601,0.3958,0.456
13,7,1921,target,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.3364,0.0614,0.3977
13,7,1719,target,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.0137,0.556,0.5698
13,7,1721,target,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.0772,0.3913,0.4686
13,7,1718,all,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.2157,0.1569,0.3725
13,7,1819,all,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.0556,0.1667,0.2222
13,7,1921,all,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.2281,0.1754,0.4035
13,7,1719,all,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.1579,0.2105,0.3684
13,7,1721,all,presence,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.2037,0.2037,0.4074
13,7,1718,all,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.2533,0.2416,0.4949
13,7,1819,all,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.0736,0.3923,0.4659
13,7,1921,all,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.3472,0.0887,0.4359
13,7,1719,all,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.1578,0.4659,0.6237
13,7,1721,all,abundance,north,water,0.7402,-2.2834,-2.0008,Oebling,OEB,OEB-2006,2314,624.34,2006,0.2704,0.3243,0.5948
14,7,1718,target,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.3182,0.1364,0.4545
14,7,1819,target,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.0476,0.1905,0.2381
14,7,1921,target,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.1364,0.0455,0.1818
14,7,1719,target,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.2,0.16,0.36
14,7,1721,target,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.1739,0.0435,0.2174
14,7,1718,target,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.618,0.1857,0.8037
14,7,1819,target,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.0019,0.6026,0.6045
14,7,1921,target,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.5088,0.1404,0.6491
14,7,1719,target,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.2918,0.5193,0.8112
14,7,1721,target,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.4573,0.3034,0.7607
14,7,1718,all,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.2821,0.1538,0.4359
14,7,1819,all,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.0789,0.1842,0.2632
14,7,1921,all,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.1163,0.1395,0.2558
14,7,1719,all,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.186,0.1628,0.3488
14,7,1721,all,presence,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.1591,0.1591,0.3182
14,7,1718,all,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.3828,0.2179,0.6006
14,7,1819,all,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.0064,0.4991,0.5055
14,7,1921,all,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.4735,0.2272,0.7007
14,7,1719,all,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.183,0.5397,0.7226
14,7,1721,all,abundance,south,land,0.698,-1.4548,-0.14,Oebling,OEB,OEB-2006,2314,631.3,2006,0.3242,0.4452,0.7694
21,11,1718,target,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.2143,0.0714,0.2857
21,11,1819,target,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.1176,0.4118,0.5294
21,11,1921,target,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.4118,0.1176,0.5294
21,11,1719,target,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.1579,0.3158,0.4737
21,11,1721,target,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.2143,0.0714,0.2857
21,11,1718,target,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.267,0.0181,0.2851
21,11,1819,target,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.4778,0.2067,0.6845
21,11,1921,target,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.1314,0.3957,0.527
21,11,1719,target,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.611,0.1239,0.7349
21,11,1721,target,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.5159,0.2602,0.7762
21,11,1718,all,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.25,0.1786,0.4286
21,11,1819,all,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.1111,0.3889,0.5
21,11,1921,all,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.3421,0.1316,0.4737
21,11,1719,all,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.1316,0.3421,0.4737
21,11,1721,all,presence,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.1333,0.1333,0.2667
21,11,1718,all,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.2437,0.0152,0.2589
21,11,1819,all,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.2796,0.3733,0.6529
21,11,1921,all,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.4481,0.2146,0.6627
21,11,1719,all,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.4166,0.2789,0.6956
21,11,1721,all,abundance,south,water,-0.7112,-0.669,0.7938,Pfelling,PFE,PFE-2008,2305,484.02,2008,0.5731,0.2135,0.7865
22,11,1718,target,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.2381,0.0952,0.3333
22,11,1819,target,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.0455,0.2273,0.2727
22,11,1921,target,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.2381,-0,0.2381
22,11,1719,target,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.08,0.12,0.2
22,11,1721,target,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.2,-0,0.2
22,11,1718,target,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.1351,0.3243,0.4595
22,11,1819,target,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.1216,0.4529,0.5745
22,11,1921,target,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.5526,0.1118,0.6645
22,11,1719,target,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.0476,0.5374,0.585
22,11,1721,target,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.2188,0.2812,0.5
22,11,1718,all,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.2059,0.0882,0.2941
22,11,1819,all,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.0556,0.2222,0.2778
22,11,1921,all,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.1892,0.0541,0.2432
22,11,1719,all,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.1,0.15,0.25
22,11,1721,all,presence,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.1714,0.0857,0.2571
22,11,1718,all,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.0773,0.0628,0.1401
22,11,1819,all,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.0296,0.3594,0.389
22,11,1921,all,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.5319,0.0326,0.5644
22,11,1719,all,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.0254,0.3422,0.3676
22,11,1721,all,abundance,north,land,0.415,-0.0607,1.0979,Pfelling,PFE,PFE-2008,2305,479.05,2008,0.2862,0.0695,0.3557
23,12,1718,target,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.129,0.2258,0.3548
23,12,1819,target,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.0513,0.1795,0.2308
23,12,1921,target,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.2778,0.0556,0.3333
23,12,1719,target,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.0278,0.25,0.2778
23,12,1721,target,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.1786,0.1786,0.3571
23,12,1718,target,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.1653,0.5154,0.6807
23,12,1819,target,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.0083,0.3416,0.3499
23,12,1921,target,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.3627,0.2457,0.6083
23,12,1719,target,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.0418,0.6538,0.6957
23,12,1721,target,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.1207,0.6539,0.7746
23,12,1718,all,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.1111,0.254,0.3651
23,12,1819,all,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.1299,0.1948,0.3247
23,12,1921,all,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.2817,0.1268,0.4085
23,12,1719,all,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.0735,0.2794,0.3529
23,12,1721,all,presence,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.1579,0.2105,0.3684
23,12,1718,all,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.3883,0.2297,0.618
23,12,1819,all,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.0562,0.3276,0.3838
23,12,1921,all,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.3149,0.2297,0.5446
23,12,1719,all,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.2702,0.3882,0.6584
23,12,1721,all,abundance,south,water,0.6912,-0.0516,0.8196,Pfelling,PFE,PFE-2008,2305,729.96,2008,0.3105,0.3436,0.6541
24,12,1718,target,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.3429,0.0857,0.4286
24,12,1819,target,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.0345,0.1379,0.1724
24,12,1921,target,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.1667,0.1,0.2667
24,12,1719,target,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.2632,0.1053,0.3684
24,12,1721,target,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.3056,0.0833,0.3889
24,12,1718,target,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.3681,0.2083,0.5764
24,12,1819,target,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.0074,0.6515,0.6588
24,12,1921,target,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.3423,0.3109,0.6531
24,12,1719,target,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.0579,0.5978,0.6556
24,12,1721,target,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.1113,0.6286,0.7399
24,12,1718,all,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.2593,0.1481,0.4074
24,12,1819,all,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.0909,0.2182,0.3091
24,12,1921,all,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.2143,0.1071,0.3214
24,12,1719,all,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.2295,0.2459,0.4754
24,12,1721,all,presence,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.2727,0.1818,0.4545
24,12,1718,all,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.1105,0.087,0.1976
24,12,1819,all,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.2188,0.432,0.6508
24,12,1921,all,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.3891,0.2801,0.6692
24,12,1719,all,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.2374,0.4281,0.6655
24,12,1721,all,abundance,north,land,0.5672,0.0244,1.02,Pfelling,PFE,PFE-2008,2305,728,2008,0.3492,0.4326,0.7818
27,14,1718,target,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1765,0.1176,0.2941
27,14,1819,target,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1765,0.2353,0.4118
27,14,1921,target,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1,0.2,0.3
27,14,1719,target,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1389,0.1389,0.2778
27,14,1721,target,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.05,0.15,0.2
27,14,1718,target,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.031,0.3552,0.3862
27,14,1819,target,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.2606,0.3386,0.5992
27,14,1921,target,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.2839,0.1321,0.416
27,14,1719,target,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1704,0.5627,0.733
27,14,1721,target,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.0933,0.349,0.4423
27,14,1718,all,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.2,0.2,0.4
27,14,1819,all,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1746,0.2222,0.3968
27,14,1921,all,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1571,0.2143,0.3714
27,14,1719,all,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1111,0.1587,0.2698
27,14,1721,all,presence,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.0896,0.194,0.2836
27,14,1718,all,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.0611,0.3472,0.4083
27,14,1819,all,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.2432,0.3547,0.598
27,14,1921,all,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.2683,0.1673,0.4356
27,14,1719,all,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.1502,0.5354,0.6856
27,14,1721,all,abundance,north,water,-0.5712,-0.5229,1.4707,Irlbach,IRL,IRL-2011,2301,1932.13,2011,0.0997,0.3955,0.4952
28,14,1718,target,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.1429,0.0952,0.2381
28,14,1819,target,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.4,0.0667,0.4667
28,14,1921,target,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.0833,0.25,0.3333
28,14,1719,target,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.4375,0.0625,0.5
28,14,1721,target,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.3333,0.1111,0.4444
28,14,1718,target,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.6847,0.045,0.7297
28,14,1819,target,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.1197,0.5878,0.7074
28,14,1921,target,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.6628,0.044,0.7067
28,14,1719,target,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.461,0.2161,0.6772
28,14,1721,target,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.7981,0.0481,0.8462
28,14,1718,all,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.2,0.0667,0.2667
28,14,1819,all,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.2143,0.2857,0.5
28,14,1921,all,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.2069,0.1724,0.3793
28,14,1719,all,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.25,0.1875,0.4375
28,14,1721,all,presence,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.2581,0.1613,0.4194
28,14,1718,all,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.3308,0.443,0.7739
28,14,1819,all,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.1575,0.304,0.4614
28,14,1921,all,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.3747,0.166,0.5407
28,14,1719,all,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.2405,0.4951,0.7356
28,14,1721,all,abundance,south,land,-0.574,-0.409,0.9978,Irlbach,IRL,IRL-2011,2301,1934.85,2011,0.3815,0.43,0.8115
34,17,1718,target,presence,south,land,0.0251,0.0608,-0.6397,Irlbach,IRL,IRL-2003,2301,516.36,2003,0.1562,0.2188,0.375
